qname,join_order,exec_sql,cost
17.pkl,Leading((((((k mk) t) kt) mi) mi_idx)),"/*+ Rows(kt #2) Rows(t #423769) Rows(mi #293802) Rows(mk #1884971) Rows(mi_idx #560166) Rows(k #4) Rows(kt t #121077) Rows(mi t #118182) Rows(mk t #758228) Rows(mi_idx t #225326) Rows(mi mk #3646968) Rows(mi mi_idx #816457) Rows(mi_idx mk #5238212) Rows(k mk #135) Rows(kt mi t #33766) Rows(kt mk t #216637) Rows(kt mi_idx t #64379) Rows(mi mk t #1466990) Rows(mi mi_idx t #328419) Rows(mi_idx mk t #2107067) Rows(k mk t #54) Rows(mi mi_idx mk #10134690) Rows(k mi mk #261) Rows(k mi_idx mk #375) Rows(kt mi mk t #419141) Rows(kt mi mi_idx t #93834) Rows(kt mi_idx mk t #602021) Rows(k kt mk t #15) Rows(mi mi_idx mk t #4076670) Rows(k mi mk t #105) Rows(k mi_idx mk t #151) Rows(k mi mi_idx mk #725) Rows(kt mi mi_idx mk t #1164765) Rows(k kt mi mk t #30) Rows(k kt mi_idx mk t #43) Rows(k mi mi_idx mk t #292) Rows(k kt mi mi_idx mk t #83)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN movie_info as mi) CROSS JOIN movie_info_idx as mi_idx WHERE  k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') AND  k.keyword IS NOT NULL AND  kt.kind IN ('movie', 'episode') AND  mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American') AND  mi_idx.info < '8.5' AND  t.production_year > 2005 AND kt.id = t.kind_id AND mi.movie_id = mi_idx.movie_id AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND mk.movie_id = mi_idx.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",54601.55
62.pkl,Leading((((((kt ((k mk) t)) mi_idx) cc) cct1) ci)),"/*+ Rows(kt #1) Rows(t #423769) Rows(mk #1884971) Rows(ci #15103853) Rows(cc #135086) Rows(mi_idx #21438) Rows(k #4) Rows(cct1 #1) Rows(kt t #145292) Rows(mk t #758228) Rows(ci t #6075512) Rows(cc t #22641) Rows(mi_idx t #8623) Rows(ci mk #69358471) Rows(cc mk #2628960) Rows(mi_idx mk #200470) Rows(k mk #135) Rows(cc ci #2071066) Rows(ci mi_idx #788819) Rows(cc mi_idx #5986) Rows(cc cct1 #33772) Rows(kt mk t #108318) Rows(ci kt t #867930) Rows(cc kt t #3235) Rows(kt mi_idx t #1232) Rows(ci mk t #27899388) Rows(cc mk t #1057497) Rows(mi_idx mk t #80639) Rows(k mk t #54) Rows(cc ci t #833085) Rows(ci mi_idx t #317302) Rows(cc mi_idx t #2408) Rows(cc cct1 t #5660) Rows(cc ci mk #9510552) Rows(ci mi_idx mk #3622340) Rows(ci k mk #4963) Rows(cc mi_idx mk #279602) Rows(cc k mk #188) Rows(cc cct1 mk #657250) Rows(k mi_idx mk #14) Rows(cc ci mi_idx #220261) Rows(cc cct1 ci #1242640) Rows(cc cct1 mi_idx #1497) Rows(ci kt mk t #3985627) Rows(cc kt mk t #151071) Rows(kt mi_idx mk t #11521) Rows(k kt mk t #8) Rows(cc ci kt t #119012) Rows(ci kt mi_idx t #45329) Rows(cc kt mi_idx t #344) Rows(cc cct1 kt t #809) Rows(cc ci mk t #3825612) Rows(ci mi_idx mk t #1457083) Rows(ci k mk t #1996) Rows(cc mi_idx mk t #112470) Rows(cc k mk t #76) Rows(cc cct1 mk t #264378) Rows(k mi_idx mk t #6) Rows(cc ci mi_idx t #88600) Rows(cc cct1 ci t #208271) Rows(cc cct1 mi_idx t #602) Rows(cc ci mi_idx mk #10287811) Rows(cc ci k mk #680) Rows(cc cct1 ci mk #2377639) Rows(ci k mi_idx mk #259) Rows(cc k mi_idx mk #20) Rows(cc cct1 mi_idx mk #69905) Rows(cc cct1 k mk #47) Rows(cc cct1 ci mi_idx #55065) Rows(cc ci kt mk t #546516) Rows(ci kt mi_idx mk t #208155) Rows(ci k kt mk t #285) Rows(cc kt mi_idx mk t #16067) Rows(cc k kt mk t #11) Rows(cc cct1 kt mk t #37768) Rows(k kt mi_idx mk t #1) Rows(cc ci kt mi_idx t #12657) Rows(cc cct1 ci kt t #29753) Rows(cc cct1 kt mi_idx t #86) Rows(cc ci mi_idx mk t #4138263) Rows(cc ci k mk t #274) Rows(cc cct1 ci mk t #956403) Rows(ci k mi_idx mk t #104) Rows(cc k mi_idx mk t #8) Rows(cc cct1 mi_idx mk t #28120) Rows(cc cct1 k mk t #19) Rows(cc cct1 ci mi_idx t #22150) Rows(cc ci k mi_idx mk #736) Rows(cc cct1 ci mi_idx mk #2571958) Rows(cc cct1 ci k mk #170) Rows(cc cct1 k mi_idx mk #5) Rows(cc ci kt mi_idx mk t #591180) Rows(cc ci k kt mk t #39) Rows(cc cct1 ci kt mk t #136629) Rows(ci k kt mi_idx mk t #15) Rows(cc k kt mi_idx mk t #1) Rows(cc cct1 kt mi_idx mk t #4017) Rows(cc cct1 k kt mk t #3) Rows(cc cct1 ci kt mi_idx t #3164) Rows(cc ci k mi_idx mk t #296) Rows(cc cct1 ci mi_idx mk t #1034568) Rows(cc cct1 ci k mk t #68) Rows(cc cct1 k mi_idx mk t #2) Rows(cc cct1 ci k mi_idx mk #184) Rows(cc ci k kt mi_idx mk t #42) Rows(cc cct1 ci kt mi_idx mk t #147795) Rows(cc cct1 ci k kt mk t #10) Rows(cc cct1 k kt mi_idx mk t #1) Rows(cc cct1 ci k mi_idx mk t #74) Rows(cc cct1 ci k kt mi_idx mk t #11)  */ explain (format json) SELECT COUNT(*) FROM ((((kind_type as kt CROSS JOIN ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t)) CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN complete_cast as cc) CROSS JOIN comp_cast_type as cct1) CROSS JOIN cast_info as ci WHERE  cct1.kind = 'cast' AND  k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight') AND  kt.kind = 'movie' AND  mi_idx.info > '8.0' AND  t.production_year > 2005 AND cc.movie_id = mi_idx.movie_id AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id AND kt.id = t.kind_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND mk.movie_id = ci.movie_id AND mk.movie_id = mi_idx.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",13989.64
23.pkl,Leading((((((k mk) t) mc) cn) ci)),/*+ Rows(ci #15103853) Rows(t #1053499) Rows(mc #1087137) Rows(mk #1884971) Rows(k #1) Rows(cn #49805) Rows(ci t #15103853) Rows(ci mc #40001768) Rows(ci mk #69358471) Rows(mc t #1087137) Rows(mk t #1884971) Rows(mc mk #9902691) Rows(cn mc #391694) Rows(k mk #34) Rows(ci mc t #40001768) Rows(ci mk t #69358471) Rows(ci mc mk #183692294) Rows(ci cn mc #14412566) Rows(ci k mk #1241) Rows(mc mk t #9902691) Rows(cn mc t #391694) Rows(k mk t #34) Rows(k mc mk #179) Rows(cn mc mk #3567924) Rows(ci mc mk t #183692294) Rows(ci cn mc t #14412566) Rows(ci k mk t #1241) Rows(ci k mc mk #3286) Rows(ci cn mc mk #66184007) Rows(k mc mk t #179) Rows(cn mc mk t #3567924) Rows(cn k mc mk #64) Rows(ci k mc mk t #3286) Rows(ci cn mc mk t #66184007) Rows(ci cn k mc mk #1184) Rows(cn k mc mk t #64) Rows(ci cn k mc mk t #1184)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN cast_info as ci WHERE  cn.country_code = '[us]' AND  k.keyword = 'character-name-in-title' AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mk.movie_id,257740.54
13.pkl,Leading((((((((it miidx) t) kt) mc) ct) cn) mi)),/*+ Rows(mi #6181550) Rows(t #1053492) Rows(miidx #575015) Rows(mc #1087137) Rows(kt #1) Rows(cn #49805) Rows(ct #1) Rows(it #1) Rows(mi t #6181511) Rows(mi miidx #17633470) Rows(mc mi #32474763) Rows(miidx t #575011) Rows(mc t #1087130) Rows(kt t #361197) Rows(mc miidx #3020838) Rows(it miidx #5089) Rows(cn mc #391694) Rows(ct mc #271784) Rows(mi miidx t #17633358) Rows(mc mi t #32474558) Rows(kt mi t #883072) Rows(mc mi miidx #90237936) Rows(it mi miidx #156052) Rows(cn mc mi #11700605) Rows(ct mc mi #8118688) Rows(mc miidx t #3020819) Rows(kt miidx t #82144) Rows(it miidx t #5089) Rows(kt mc t #155304) Rows(cn mc t #391691) Rows(ct mc t #271782) Rows(cn mc miidx #1088403) Rows(ct mc miidx #755209) Rows(it mc miidx #26734) Rows(cn ct mc #97923) Rows(mc mi miidx t #90237365) Rows(kt mi miidx t #2519049) Rows(it mi miidx t #156051) Rows(kt mc mi t #4639218) Rows(cn mc mi t #11700531) Rows(ct mc mi t #8118637) Rows(cn mc mi miidx #32512585) Rows(ct mc mi miidx #22559476) Rows(it mc mi miidx #798586) Rows(cn ct mc mi #2925148) Rows(kt mc miidx t #431545) Rows(cn mc miidx t #1088396) Rows(ct mc miidx t #755205) Rows(it mc miidx t #26734) Rows(it kt miidx t #727) Rows(cn kt mc t #55956) Rows(ct kt mc t #38826) Rows(cn ct mc t #97923) Rows(cn ct mc miidx #272100) Rows(cn it mc miidx #9632) Rows(ct it mc miidx #6683) Rows(kt mc mi miidx t #12891040) Rows(cn mc mi miidx t #32512379) Rows(ct mc mi miidx t #22559333) Rows(it mc mi miidx t #798581) Rows(it kt mi miidx t #22293) Rows(cn kt mc mi t #1671505) Rows(ct kt mc mi t #1159805) Rows(cn ct mc mi t #2925130) Rows(cn ct mc mi miidx #8128138) Rows(cn it mc mi miidx #287722) Rows(ct it mc mi miidx #199641) Rows(cn kt mc miidx t #155485) Rows(ct kt mc miidx t #107886) Rows(it kt mc miidx t #3819) Rows(cn ct mc miidx t #272099) Rows(cn it mc miidx t #9632) Rows(ct it mc miidx t #6683) Rows(cn ct kt mc t #13989) Rows(cn ct it mc miidx #2408) Rows(cn kt mc mi miidx t #4644625) Rows(ct kt mc mi miidx t #3222762) Rows(it kt mc mi miidx t #114083) Rows(cn ct mc mi miidx t #8128086) Rows(cn it mc mi miidx t #287720) Rows(ct it mc mi miidx t #199640) Rows(cn ct kt mc mi t #417876) Rows(cn ct it mc mi miidx #71930) Rows(cn ct kt mc miidx t #38871) Rows(cn it kt mc miidx t #1376) Rows(ct it kt mc miidx t #955) Rows(cn ct it mc miidx t #2408) Rows(cn ct kt mc mi miidx t #1161155) Rows(cn it kt mc mi miidx t #41103) Rows(ct it kt mc mi miidx t #28520) Rows(cn ct it mc mi miidx t #71930) Rows(cn ct it kt mc miidx t #344) Rows(cn ct it kt mc mi miidx t #10276)  */ explain (format json) SELECT COUNT(*) FROM ((((((info_type as it CROSS JOIN movie_info_idx as miidx) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN movie_companies as mc) CROSS JOIN company_type as ct) CROSS JOIN company_name as cn) CROSS JOIN movie_info as mi WHERE  cn.country_code = '[us]' AND  ct.kind = 'production companies' AND  it.info = 'rating' AND  kt.kind = 'movie' AND  t.title != '' AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mc.movie_id = miidx.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = miidx.movie_id AND mi.movie_id = t.id AND miidx.info_type_id = it.id AND t.id = mc.movie_id AND t.id = miidx.movie_id AND t.kind_id = kt.id,730240.46
34.pkl,Leading((((mi ci) t) mi_idx)),"/*+ Rows(t #1053499) Rows(mi #77063) Rows(mi_idx #575015) Rows(ci #529138) Rows(mi t #77063) Rows(mi_idx t #575015) Rows(ci t #529138) Rows(mi mi_idx #219830) Rows(ci mi #99340) Rows(ci mi_idx #741234) Rows(mi mi_idx t #219830) Rows(ci mi t #99340) Rows(ci mi_idx t #741234) Rows(ci mi mi_idx #283377) Rows(ci mi mi_idx t #283377)  */ explain (format json) SELECT COUNT(*) FROM ((movie_info as mi CROSS JOIN cast_info as ci) CROSS JOIN title as t) CROSS JOIN movie_info_idx as mi_idx WHERE  ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') AND  mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War') AND mi.movie_id = ci.movie_id AND mi.movie_id = mi_idx.movie_id AND mi_idx.movie_id = ci.movie_id AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id",1409964.65
105.pkl,Leading((ci t)),/*+ Rows(ci #15103853) Rows(t #648663) Rows(ci t #9299785)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN title as t WHERE  t.production_year BETWEEN 1980 AND 2010 AND ci.movie_id = t.id,1468221.44
60.pkl,Leading((((((k mk) mi) ci) t) mi_idx)),"/*+ Rows(t #1053499) Rows(mi #77063) Rows(mi_idx #575015) Rows(ci #529138) Rows(mk #1884971) Rows(k #7) Rows(mi t #77063) Rows(mi_idx t #575015) Rows(ci t #529138) Rows(mk t #1884971) Rows(mi mi_idx #219830) Rows(ci mi #99340) Rows(mi mk #956588) Rows(ci mi_idx #741234) Rows(mi_idx mk #5377062) Rows(ci mk #2429858) Rows(k mk #236) Rows(mi mi_idx t #219830) Rows(ci mi t #99340) Rows(mi mk t #956588) Rows(ci mi_idx t #741234) Rows(mi_idx mk t #5377062) Rows(ci mk t #2429858) Rows(k mk t #236) Rows(ci mi mi_idx #283377) Rows(mi mi_idx mk #2728757) Rows(ci mi mk #456180) Rows(k mi mk #120) Rows(ci mi_idx mk #3403823) Rows(k mi_idx mk #673) Rows(ci k mk #304) Rows(ci mi mi_idx t #283377) Rows(mi mi_idx mk t #2728757) Rows(ci mi mk t #456180) Rows(k mi mk t #120) Rows(ci mi_idx mk t #3403823) Rows(k mi_idx mk t #673) Rows(ci k mk t #304) Rows(ci mi mi_idx mk #639032) Rows(k mi mi_idx mk #342) Rows(ci k mi mk #57) Rows(ci k mi_idx mk #426) Rows(ci mi mi_idx mk t #639032) Rows(k mi mi_idx mk t #342) Rows(ci k mi mk t #57) Rows(ci k mi_idx mk t #426) Rows(ci k mi mi_idx mk #80) Rows(ci k mi mi_idx mk t #80)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN movie_info as mi) CROSS JOIN cast_info as ci) CROSS JOIN title as t) CROSS JOIN movie_info_idx as mi_idx WHERE  ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') AND  k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND  mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War') AND ci.movie_id = mk.movie_id AND mi.movie_id = ci.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.movie_id = mk.movie_id AND mi_idx.movie_id = ci.movie_id AND mi_idx.movie_id = mk.movie_id AND mk.keyword_id = k.id AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",1437214.83
107.pkl,Leading((((mc cn) t) ci)),/*+ Rows(ci #39270) Rows(t #95241) Rows(mc #4632) Rows(cn #3921) Rows(ci t #3550) Rows(ci mc #443) Rows(mc t #419) Rows(cn mc #131) Rows(ci mc t #40) Rows(ci cn mc #12) Rows(cn mc t #12) Rows(ci cn mc t #1)  */ explain (format json) SELECT COUNT(*) FROM ((movie_companies as mc CROSS JOIN company_name as cn) CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  ci.note = '(voice: English version)' AND  cn.country_code = '[jp]' AND  mc.note LIKE '%(Japan)%' AND  mc.note NOT LIKE '%(USA)%' AND  t.production_year BETWEEN 2006 AND 2007 AND ci.movie_id = mc.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND t.id = mc.movie_id,406082.66
56.pkl,Leading(((((((k mk) t) ci) mc) cn) mi)),"/*+ Rows(t #163235) Rows(mi #6181550) Rows(mc #1087137) Rows(ci #353430) Rows(mk #1884971) Rows(cn #49805) Rows(k #3) Rows(mi t #957801) Rows(mc t #168447) Rows(ci t #54762) Rows(mk t #292067) Rows(mc mi #32474763) Rows(ci mi #5322405) Rows(mi mk #76731640) Rows(ci mc #936041) Rows(mc mk #9902691) Rows(cn mc #391694) Rows(ci mk #1622988) Rows(k mk #101) Rows(mc mi t #5031807) Rows(ci mi t #824681) Rows(mi mk t #11889195) Rows(ci mc t #145035) Rows(mc mk t #1534374) Rows(cn mc t #60691) Rows(ci mk t #251474) Rows(k mk t #16) Rows(ci mc mi #27961243) Rows(mc mi mk #295811415) Rows(cn mc mi #11700605) Rows(ci mi mk #24441039) Rows(k mi mk #4111) Rows(ci mc mk #4298397) Rows(ci cn mc #337254) Rows(cn mc mk #3567924) Rows(k mc mk #531) Rows(ci k mk #87) Rows(ci mc mi t #4332459) Rows(mc mi mk t #45834543) Rows(cn mc mi t #1812952) Rows(ci mi mk t #3787020) Rows(k mi mk t #637) Rows(ci mc mk t #666016) Rows(ci cn mc t #52256) Rows(cn mc mk t #552832) Rows(k mc mk t #82) Rows(ci k mk t #13) Rows(ci mc mi mk #64730810) Rows(ci cn mc mi #10074383) Rows(cn mc mi mk #106580381) Rows(k mc mi mk #15862) Rows(ci k mi mk #1312) Rows(ci cn mc mk #1548705) Rows(ci k mc mk #231) Rows(cn k mc mk #191) Rows(ci mc mi mk t #10029725) Rows(ci cn mc mi t #1560977) Rows(cn mc mi mk t #16514113) Rows(k mc mi mk t #2458) Rows(ci k mi mk t #203) Rows(ci cn mc mk t #239964) Rows(ci k mc mk t #36) Rows(cn k mc mk t #30) Rows(ci cn mc mi mk #23322389) Rows(ci k mc mi mk #3474) Rows(cn k mc mi mk #5719) Rows(ci cn k mc mk #83) Rows(ci cn mc mi mk t #3613691) Rows(ci k mc mi mk t #538) Rows(cn k mc mi mk t #886) Rows(ci cn k mc mk t #13) Rows(ci cn k mc mi mk #1252) Rows(ci cn k mc mi mk t #194)  */ explain (format json) SELECT COUNT(*) FROM (((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN cast_info as ci) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN movie_info as mi WHERE  ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') AND  cn.country_code = '[us]' AND  k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat') AND  mi.info IS NOT NULL AND  t.production_year > 2010 AND ci.movie_id = mk.movie_id AND mc.company_id = cn.id AND mc.movie_id = ci.movie_id AND mc.movie_id = mk.movie_id AND mi.movie_id = ci.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id",76413.44
21.pkl,Leading((((((((at t) mi) mc) cn) ct) mk) k)),/*+ Rows(t #732247) Rows(at #150613) Rows(mi #4362) Rows(mk #1884971) Rows(mc #1087137) Rows(k #134170) Rows(cn #49805) Rows(ct #4) Rows(at t #104685) Rows(mi t #3032) Rows(mk t #1310171) Rows(mc t #755628) Rows(at mi #4326) Rows(at mk #4943392) Rows(at mc #791247) Rows(mi mk #54147) Rows(mc mi #22916) Rows(mc mk #9902691) Rows(k mk #1884971) Rows(cn mc #391694) Rows(ct mc #1087137) Rows(at mi t #3007) Rows(at mk t #3435963) Rows(at mc t #549966) Rows(mi mk t #37635) Rows(mc mi t #15928) Rows(mc mk t #6882983) Rows(k mk t #1310171) Rows(cn mc t #272251) Rows(ct mc t #755628) Rows(at mi mk #141995) Rows(at mc mi #22729) Rows(at mc mk #25970107) Rows(at k mk #4943392) Rows(at cn mc #285085) Rows(at ct mc #791247) Rows(mc mi mk #284460) Rows(k mi mk #54147) Rows(cn mc mi #8257) Rows(ct mc mi #22916) Rows(k mc mk #9902691) Rows(cn mc mk #3567924) Rows(ct mc mk #9902691) Rows(cn ct mc #391694) Rows(at mi mk t #98695) Rows(at mc mi t #15798) Rows(at mc mk t #18050830) Rows(at k mk t #3435963) Rows(at cn mc t #198152) Rows(at ct mc t #549966) Rows(mc mi mk t #197717) Rows(k mi mk t #37635) Rows(cn mc mi t #5739) Rows(ct mc mi t #15928) Rows(k mc mk t #6882983) Rows(cn mc mk t #2479928) Rows(ct mc mk t #6882983) Rows(cn ct mc t #272251) Rows(at mc mi mk #745997) Rows(at k mi mk #141995) Rows(at cn mc mi #8189) Rows(at ct mc mi #22729) Rows(at k mc mk #25970107) Rows(at cn mc mk #9356986) Rows(at ct mc mk #25970107) Rows(at cn ct mc #285085) Rows(k mc mi mk #208743) Rows(cn mc mi mk #102490) Rows(ct mc mi mk #284460) Rows(cn ct mc mi #8257) Rows(cn k mc mk #3567924) Rows(ct k mc mk #9902691) Rows(cn ct mc mk #3567924) Rows(at mc mi mk t #518514) Rows(at k mi mk t #98695) Rows(at cn mc mi t #5692) Rows(at ct mc mi t #15798) Rows(at k mc mk t #18050830) Rows(at cn mc mk t #6503684) Rows(at ct mc mk t #18050830) Rows(at cn ct mc t #198152) Rows(k mc mi mk t #145089) Rows(cn mc mi mk t #71237) Rows(ct mc mi mk t #197717) Rows(cn ct mc mi t #5739) Rows(cn k mc mk t #2479928) Rows(ct k mc mk t #6882983) Rows(cn ct mc mk t #2479928) Rows(at k mc mi mk #745997) Rows(at cn mc mi mk #268782) Rows(at ct mc mi mk #745997) Rows(at cn ct mc mi #8189) Rows(at cn k mc mk #9356986) Rows(at ct k mc mk #25970107) Rows(at cn ct mc mk #9356986) Rows(cn k mc mi mk #102490) Rows(ct k mc mi mk #284460) Rows(cn ct mc mi mk #102490) Rows(cn ct k mc mk #3567924) Rows(at k mc mi mk t #518514) Rows(at cn mc mi mk t #186820) Rows(at ct mc mi mk t #518514) Rows(at cn ct mc mi t #5692) Rows(at cn k mc mk t #6503684) Rows(at ct k mc mk t #18050830) Rows(at cn ct mc mk t #6503684) Rows(cn k mc mi mk t #71237) Rows(ct k mc mi mk t #197717) Rows(cn ct mc mi mk t #71237) Rows(cn ct k mc mk t #2479928) Rows(at cn k mc mi mk #268782) Rows(at ct k mc mi mk #745997) Rows(at cn ct mc mi mk #268782) Rows(at cn ct k mc mk #9356986) Rows(cn ct k mc mi mk #102490) Rows(at cn k mc mi mk t #186820) Rows(at ct k mc mi mk t #518514) Rows(at cn ct mc mi mk t #186820) Rows(at cn ct k mc mk t #6503684) Rows(cn ct k mc mi mk t #71237) Rows(at cn ct k mc mi mk #268782) Rows(at cn ct k mc mi mk t #186820)  */ explain (format json) SELECT COUNT(*) FROM ((((((aka_title as at CROSS JOIN title as t) CROSS JOIN movie_info as mi) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN company_type as ct) CROSS JOIN movie_keyword as mk) CROSS JOIN keyword as k WHERE  cn.country_code = '[us]' AND  mi.note LIKE '%internet%' AND  t.production_year > 1990 AND at.movie_id = mc.movie_id AND at.movie_id = mi.movie_id AND at.movie_id = mk.movie_id AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mi.movie_id = mc.movie_id AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = at.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,373471.08
110.pkl,Leading(((t (mc cn)) ci)),"/*+ Rows(ci #353430) Rows(t #463756) Rows(mc #562521) Rows(cn #49805) Rows(ci t #155582) Rows(ci mc #484339) Rows(mc t #247625) Rows(cn mc #202675) Rows(ci mc t #213209) Rows(ci cn mc #174506) Rows(cn mc t #89219) Rows(ci cn mc t #76819)  */ explain (format json) SELECT COUNT(*) FROM (title as t CROSS JOIN (movie_companies as mc CROSS JOIN company_name as cn)) CROSS JOIN cast_info as ci WHERE  ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') AND  cn.country_code = '[us]' AND  mc.note IS NOT NULL AND  t.production_year BETWEEN 2005 AND 2015 AND ci.movie_id = mc.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND t.id = mc.movie_id",595091.83
99.pkl,Leading((((k mk) t) ci)),/*+ Rows(k #1) Rows(mk #1884971) Rows(t #16) Rows(ci #15103853) Rows(k mk #34) Rows(mk t #28) Rows(ci mk #69358471) Rows(ci t #227) Rows(k mk t #1) Rows(ci k mk #1241) Rows(ci mk t #1042) Rows(ci k mk t #1)  */ explain (format json) SELECT COUNT(*) FROM ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  k.keyword = 'marvel-cinematic-universe' AND  t.production_year > 2014 AND k.id = mk.keyword_id AND mk.movie_id = ci.movie_id AND mk.movie_id = t.id AND t.id = ci.movie_id,3757.75
32.pkl,Leading((mi (ci (mi_idx t)))),"/*+ Rows(t #1053499) Rows(mi #6181550) Rows(mi_idx #575015) Rows(ci #993330) Rows(mi t #6181550) Rows(mi_idx t #575015) Rows(ci t #993330) Rows(mi mi_idx #17633470) Rows(ci mi #14958845) Rows(ci mi_idx #1391488) Rows(mi mi_idx t #17633470) Rows(ci mi t #14958845) Rows(ci mi_idx t #1391488) Rows(ci mi mi_idx #42671552) Rows(ci mi mi_idx t #42671552)  */ explain (format json) SELECT COUNT(*) FROM movie_info as mi CROSS JOIN (cast_info as ci CROSS JOIN (movie_info_idx as mi_idx CROSS JOIN title as t)) WHERE  ci.note IN ('(producer)', '(executive producer)') AND mi.movie_id = ci.movie_id AND mi.movie_id = mi_idx.movie_id AND mi_idx.movie_id = ci.movie_id AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id",2744310.43
